date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:58	222321/222321	---M--	200	added ('OK')	image/jpeg	etag:%2236471-632d9a6a-64a7eed31bcffbf6;;;%22	https://thewebmax.org/industro/images/services_2/1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/services_2/1.jpg	(from https://thewebmax.org/industro/index-4.html)
09:42:58	235102/235102	---M--	200	added ('OK')	image/jpeg	etag:%223965e-632d9a6b-b2637f5db75cfc83;;;%22	https://thewebmax.org/industro/images/services_2/3.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/services_2/3.jpg	(from https://thewebmax.org/industro/index-4.html)
09:42:58	182881/182881	---M--	200	added ('OK')	image/jpeg	etag:%222ca61-632d9a6a-aa48713956d8d8f5;;;%22	https://thewebmax.org/industro/images/services_2/2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/services_2/2.jpg	(from https://thewebmax.org/industro/index-4.html)
09:42:58	241047/241047	---M--	200	added ('OK')	image/jpeg	etag:%223ad97-632d9a6b-a866b22111e39d72;;;%22	https://thewebmax.org/industro/images/services_2/4.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/services_2/4.jpg	(from https://thewebmax.org/industro/index-4.html)
09:42:59	164712/164712	---M--	200	added ('OK')	image/jpeg	etag:%2228368-632d9a6b-504444683ab4403f;;;%22	https://thewebmax.org/industro/images/services_2/5.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/services_2/5.jpg	(from https://thewebmax.org/industro/index-4.html)
09:42:59	428485/428485	---M--	200	added ('OK')	image/jpeg	etag:%22689c5-632d9a51-1d15cc8bc55493ea;;;%22	https://thewebmax.org/industro/images/background/bg-11.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/background/bg-11.jpg	(from https://thewebmax.org/industro/index-4.html)
09:42:59	81579/81579	---M--	200	added ('OK')	image/jpeg	etag:%2213eab-632d9a54-3046bcea5e31f171;;;%22	https://thewebmax.org/industro/images/blog/default_3/thum1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/blog/default_3/thum1.jpg	(from https://thewebmax.org/industro/index-4.html)
09:42:59	57736/57736	---M--	200	added ('OK')	image/jpeg	etag:%22e188-632d9a54-f5e392d2d40b7196;;;%22	https://thewebmax.org/industro/images/blog/default_3/thum2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/blog/default_3/thum2.jpg	(from https://thewebmax.org/industro/index-4.html)
09:42:59	92635/92635	---M--	200	added ('OK')	image/jpeg	etag:%22169db-632d9a54-626bba56d01631f8;;;%22	https://thewebmax.org/industro/images/blog/default_3/thum3.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/blog/default_3/thum3.jpg	(from https://thewebmax.org/industro/index-4.html)
09:43:00	43693/43693	---M--	200	added ('OK')	image/jpeg	etag:%22aaad-632d9a69-ada26f6ba9eb1715;;;%22	https://thewebmax.org/industro/images/project_2/pic1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_2/pic1.jpg	(from https://thewebmax.org/industro/index-4.html)
09:43:00	49162/49162	---M--	200	added ('OK')	image/jpeg	etag:%22c00a-632d9a69-7de493f925ff05f7;;;%22	https://thewebmax.org/industro/images/project_2/pic2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_2/pic2.jpg	(from https://thewebmax.org/industro/index-4.html)
09:43:00	70568/70568	---M--	200	added ('OK')	image/jpeg	etag:%22113a8-632d9a69-ab2738278982bd9b;;;%22	https://thewebmax.org/industro/images/project_2/pic3.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_2/pic3.jpg	(from https://thewebmax.org/industro/index-4.html)
09:43:00	57183/57183	---M--	200	added ('OK')	image/jpeg	etag:%22df5f-632d9a69-4807b9ec47c1172d;;;%22	https://thewebmax.org/industro/images/project_2/pic4.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_2/pic4.jpg	(from https://thewebmax.org/industro/index-4.html)
09:43:00	65395/65395	---M--	200	added ('OK')	image/jpeg	etag:%22ff73-632d9a69-ceba275b09759c19;;;%22	https://thewebmax.org/industro/images/project_2/pic5.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_2/pic5.jpg	(from https://thewebmax.org/industro/index-4.html)
09:43:01	51045/51045	---M--	200	added ('OK')	image/jpeg	etag:%22c765-632d9a69-1f7be2a78061eb9;;;%22	https://thewebmax.org/industro/images/project_2/pic6.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_2/pic6.jpg	(from https://thewebmax.org/industro/index-4.html)
09:43:01	4343/4343	---M--	200	added ('OK')	image/png	etag:%2210f7-632d9a63-626e4f921e151f98;;;%22	https://thewebmax.org/industro/images/logo-2-light.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/logo-2-light.png	(from https://thewebmax.org/industro/index-4.html)
09:43:01	2663/2663	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a67-632d9a70-a21219b4a0dfc305;gz%22	https://thewebmax.org/industro/js/rev-script-4.js	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/js/rev-script-4.js	(from https://thewebmax.org/industro/index-4.html)
09:43:01	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-1	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-4a39b.html	(from https://thewebmax.org/industro/index-4.html)
09:43:02	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-2	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-461e7.html	(from https://thewebmax.org/industro/index-4.html)
09:43:02	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-3	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-4cce5.html	(from https://thewebmax.org/industro/index-4.html)
09:43:02	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-4	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-413f7.html	(from https://thewebmax.org/industro/index-4.html)
09:43:02	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-5	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-419a6.html	(from https://thewebmax.org/industro/index-4.html)
09:43:02	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-6	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-4fe5c.html	(from https://thewebmax.org/industro/index-4.html)
09:43:03	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-7	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-4ab47.html	(from https://thewebmax.org/industro/index-4.html)
09:43:03	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-8	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-45f8d.html	(from https://thewebmax.org/industro/index-4.html)
09:43:03	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-9	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-45663.html	(from https://thewebmax.org/industro/index-4.html)
09:43:03	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-10	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-428ac.html	(from https://thewebmax.org/industro/index-4.html)
09:43:04	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-11	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-426b8.html	(from https://thewebmax.org/industro/index-4.html)
09:43:04	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html?theme=css/skin/skin-12	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-47f4c.html	(from https://thewebmax.org/industro/index-4.html)
09:43:04	8842/8842	---M-Z	200	added ('OK')	text/css	etag:%22228a-632d9a4f-1bc410da3f911b10;gz%22	https://thewebmax.org/industro/css/skin/skin-4.css	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/css/skin/skin-4.css	(from https://thewebmax.org/industro/index-5.html)
09:43:04	4391/4391	---M--	200	added ('OK')	image/png	etag:%221127-632d9a63-adb7cff4e6d685a7;;;%22	https://thewebmax.org/industro/images/logo-4.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/logo-4.png	(from https://thewebmax.org/industro/index-5.html)
09:43:05	54497/54497	---M--	200	added ('OK')	image/jpeg	etag:%22d4e1-632d9a51-f17f48adb50d9e1b;;;%22	https://thewebmax.org/industro/images/background/bg-12.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/background/bg-12.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:06	71338/71338	---M--	200	added ('OK')	image/jpeg	etag:%22116aa-632d9a58-fbd440df1242298;;;%22	https://thewebmax.org/industro/images/gallery/portrait-3/pic1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/gallery/portrait-3/pic1.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:07	2158291/2158291	---M--	200	added ('OK')	image/jpeg	etag:%2220eed3-632d9a65-29e876e83f33b9be;;;%22	https://thewebmax.org/industro/images/main-slider/slider5/slide1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/main-slider/slider5/slide1.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:07	51622/51622	---M--	200	added ('OK')	image/jpeg	etag:%22c9a6-632d9a58-74d27358316daa5f;;;%22	https://thewebmax.org/industro/images/gallery/portrait-3/pic2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/gallery/portrait-3/pic2.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:07	51235/51235	---M--	200	added ('OK')	image/jpeg	etag:%22c823-632d9a59-dbe1adeb405d31c4;;;%22	https://thewebmax.org/industro/images/gallery/portrait-3/pic3.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/gallery/portrait-3/pic3.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:07	74837/74837	---M--	200	added ('OK')	image/jpeg	etag:%2212455-632d9a59-f75e939f7e397a81;;;%22	https://thewebmax.org/industro/images/gallery/portrait-3/pic4.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/gallery/portrait-3/pic4.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:07	63245/63245	---M--	200	added ('OK')	image/jpeg	etag:%22f70d-632d9a59-2aa10e5de443d1e0;;;%22	https://thewebmax.org/industro/images/gallery/portrait-3/pic5.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/gallery/portrait-3/pic5.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:07	52850/52850	---M--	200	added ('OK')	image/jpeg	etag:%22ce72-632d9a59-4f256d3025245f17;;;%22	https://thewebmax.org/industro/images/gallery/portrait-3/pic6.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/gallery/portrait-3/pic6.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:08	1374667/1374667	---M--	200	added ('OK')	image/jpeg	etag:%2214f9cb-632d9a65-8aea981b5b242383;;;%22	https://thewebmax.org/industro/images/main-slider/slider5/slide3.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/main-slider/slider5/slide3.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:08	2241415/2241415	---M--	200	added ('OK')	image/jpeg	etag:%22223387-632d9a65-1a8638dcc5f4c4a3;;;%22	https://thewebmax.org/industro/images/main-slider/slider5/slide2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/main-slider/slider5/slide2.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:08	422134/422134	---M--	200	added ('OK')	image/jpeg	etag:%22670f6-632d9a51-2ab5728f19117dc9;;;%22	https://thewebmax.org/industro/images/background/bg-15.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/background/bg-15.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:08	90418/90418	---M--	200	added ('OK')	image/jpeg	etag:%2216132-632d9a69-cc44817b3744560e;;;%22	https://thewebmax.org/industro/images/project_3/pic1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_3/pic1.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:08	83297/83297	---M--	200	added ('OK')	image/jpeg	etag:%2214561-632d9a69-5806e78ee6187c59;;;%22	https://thewebmax.org/industro/images/project_3/pic2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_3/pic2.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:08	57378/57378	---M--	200	added ('OK')	image/jpeg	etag:%22e022-632d9a69-7b991efeed6762e6;;;%22	https://thewebmax.org/industro/images/project_3/pic3.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_3/pic3.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:08	55486/55486	---M--	200	added ('OK')	image/jpeg	etag:%22d8be-632d9a69-c3a5351678a08a94;;;%22	https://thewebmax.org/industro/images/project_3/pic4.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_3/pic4.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:09	52397/52397	---M--	200	added ('OK')	image/jpeg	etag:%22ccad-632d9a69-c32b36519b2cf411;;;%22	https://thewebmax.org/industro/images/project_3/pic5.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_3/pic5.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:09	65487/65487	---M--	200	added ('OK')	image/jpeg	etag:%22ffcf-632d9a69-57385ece23aaef65;;;%22	https://thewebmax.org/industro/images/project_3/pic6.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project_3/pic6.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:09	253284/253284	---M--	200	added ('OK')	image/jpeg	etag:%223dd64-632d9a51-9f015e9d8e193a71;;;%22	https://thewebmax.org/industro/images/background/bg-13.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/background/bg-13.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:10	78274/78274	---M--	200	added ('OK')	image/jpeg	etag:%22131c2-632d9a6c-f67dac38e326b152;;;%22	https://thewebmax.org/industro/images/team-5/pic1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/team-5/pic1.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:10	64938/64938	---M--	200	added ('OK')	image/jpeg	etag:%22fdaa-632d9a6c-dd31c16b305c38b1;;;%22	https://thewebmax.org/industro/images/team-5/pic2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/team-5/pic2.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:10	60189/60189	---M--	200	added ('OK')	image/jpeg	etag:%22eb1d-632d9a6c-20e7dabc7f4dac5b;;;%22	https://thewebmax.org/industro/images/team-5/pic3.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/team-5/pic3.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:10	267812/267812	---M--	200	added ('OK')	image/png	etag:%2241624-632d9a69-bad6c0adb9456f1e;;;%22	https://thewebmax.org/industro/images/self-pic-2.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/self-pic-2.png	(from https://thewebmax.org/industro/index-5.html)
09:43:10	353709/353709	---M--	200	added ('OK')	image/jpeg	etag:%22565ad-632d9a51-f5b91a76c781b30e;;;%22	https://thewebmax.org/industro/images/background/bg-14.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/background/bg-14.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:11	273397/273397	---M--	200	added ('OK')	image/jpeg	etag:%2242bf5-632d9a54-e19f70b1dcdea27f;;;%22	https://thewebmax.org/industro/images/blog/default-5/thum1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/blog/default-5/thum1.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:11	5391/5391	---M--	200	added ('OK')	image/png	etag:%22150f-632d9a56-81a4bc253995ccce;;;%22	https://thewebmax.org/industro/images/client-logo2/w1.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo2/w1.png	(from https://thewebmax.org/industro/index-5.html)
09:43:11	162402/162402	---M--	200	added ('OK')	image/jpeg	etag:%2227a62-632d9a54-35c37a2bcb558ab8;;;%22	https://thewebmax.org/industro/images/blog/default-5/thum2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/blog/default-5/thum2.jpg	(from https://thewebmax.org/industro/index-5.html)
09:43:11	3252/3252	---M--	200	added ('OK')	image/png	etag:%22cb4-632d9a56-ae0aac9e22400575;;;%22	https://thewebmax.org/industro/images/client-logo2/w2.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo2/w2.png	(from https://thewebmax.org/industro/index-5.html)
09:43:11	5178/5178	---M--	200	added ('OK')	image/png	etag:%22143a-632d9a56-3b0098500b6f04a4;;;%22	https://thewebmax.org/industro/images/client-logo2/w3.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo2/w3.png	(from https://thewebmax.org/industro/index-5.html)
09:43:12	4153/4153	---M--	200	added ('OK')	image/png	etag:%221039-632d9a56-1329288974977794;;;%22	https://thewebmax.org/industro/images/client-logo2/w4.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo2/w4.png	(from https://thewebmax.org/industro/index-5.html)
09:43:12	3821/3821	---M--	200	added ('OK')	image/png	etag:%22eed-632d9a56-525a2a875d58acea;;;%22	https://thewebmax.org/industro/images/client-logo2/w5.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo2/w5.png	(from https://thewebmax.org/industro/index-5.html)
09:43:12	3349/3349	---M--	200	added ('OK')	image/png	etag:%22d15-632d9a56-c80fe275bc74330b;;;%22	https://thewebmax.org/industro/images/client-logo2/w6.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo2/w6.png	(from https://thewebmax.org/industro/index-5.html)
09:43:12	4347/4347	---M--	200	added ('OK')	image/png	etag:%2210fb-632d9a63-6b869955b8ec8fa4;;;%22	https://thewebmax.org/industro/images/logo-4-light.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/logo-4-light.png	(from https://thewebmax.org/industro/index-5.html)
09:43:12	2673/2673	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a71-632d9a71-f0bd6d053674adf2;gz%22	https://thewebmax.org/industro/js/rev-script-5.js	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/js/rev-script-5.js	(from https://thewebmax.org/industro/index-5.html)
09:43:13	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-1	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-5a39b.html	(from https://thewebmax.org/industro/index-5.html)
09:43:13	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-2	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-561e7.html	(from https://thewebmax.org/industro/index-5.html)
09:43:13	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-3	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-5cce5.html	(from https://thewebmax.org/industro/index-5.html)
09:43:13	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-4	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-513f7.html	(from https://thewebmax.org/industro/index-5.html)
09:43:13	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-5	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-519a6.html	(from https://thewebmax.org/industro/index-5.html)
09:43:14	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-6	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-5fe5c.html	(from https://thewebmax.org/industro/index-5.html)
09:43:14	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-7	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-5ab47.html	(from https://thewebmax.org/industro/index-5.html)
09:43:14	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-8	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-55f8d.html	(from https://thewebmax.org/industro/index-5.html)
09:43:14	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-9	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-55663.html	(from https://thewebmax.org/industro/index-5.html)
09:43:15	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-10	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-528ac.html	(from https://thewebmax.org/industro/index-5.html)
09:43:15	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-11	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-526b8.html	(from https://thewebmax.org/industro/index-5.html)
09:43:15	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html?theme=css/skin/skin-12	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-57f4c.html	(from https://thewebmax.org/industro/index-5.html)
09:43:16	66559/66559	---M--	200	added ('OK')	image/jpeg	etag:%22103ff-632d9a65-74c51b29e073b7c4;;;%22	https://thewebmax.org/industro/images/main-slider/slider6/slide1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/main-slider/slider6/slide1.jpg	(from https://thewebmax.org/industro/index-6.html)
09:43:16	69344/69344	---M--	200	added ('OK')	image/jpeg	etag:%2210ee0-632d9a65-fc001aba57c1abc2;;;%22	https://thewebmax.org/industro/images/main-slider/slider6/slide2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/main-slider/slider6/slide2.jpg	(from https://thewebmax.org/industro/index-6.html)
09:43:16	9762/9762	---M--	200	added ('OK')	image/png	etag:%222622-632d9a6b-a1193eac384f2ce3;;;%22	https://thewebmax.org/industro/images/solar-icon/1.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/solar-icon/1.png	(from https://thewebmax.org/industro/index-6.html)
09:43:16	4249/4249	---M--	200	added ('OK')	image/png	etag:%221099-632d9a6b-e7d10643efb7ea00;;;%22	https://thewebmax.org/industro/images/solar-icon/2.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/solar-icon/2.png	(from https://thewebmax.org/industro/index-6.html)
09:43:16	3926/3926	---M--	200	added ('OK')	image/png	etag:%22f56-632d9a6b-6854ea9c5e540caf;;;%22	https://thewebmax.org/industro/images/solar-icon/4.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/solar-icon/4.png	(from https://thewebmax.org/industro/index-6.html)
09:43:17	4911/4911	---M--	200	added ('OK')	image/png	etag:%22132f-632d9a6b-db00f79153eeb665;;;%22	https://thewebmax.org/industro/images/solar-icon/3.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/solar-icon/3.png	(from https://thewebmax.org/industro/index-6.html)
09:43:17	118016/118016	---M--	200	added ('OK')	image/png	etag:%221cd00-632d9a6b-cb5f96b740ded7af;;;%22	https://thewebmax.org/industro/images/solar-icon/bg/1.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/solar-icon/bg/1.png	(from https://thewebmax.org/industro/index-6.html)
09:43:17	50204/50204	---M--	200	added ('OK')	image/jpeg	etag:%22c41c-632d9a6c-5a4723f70521914;;;%22	https://thewebmax.org/industro/images/solar-icon/gallery/pic1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/solar-icon/gallery/pic1.jpg	(from https://thewebmax.org/industro/index-6.html)
09:43:17	55241/55241	---M--	200	added ('OK')	image/jpeg	etag:%22d7c9-632d9a59-50a21eb32ff560b0;;;%22	https://thewebmax.org/industro/images/gallery/thumb/pic1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/gallery/thumb/pic1.jpg	(from https://thewebmax.org/industro/index-6.html)
09:43:17	56155/56155	---M--	200	added ('OK')	image/jpeg	etag:%22db5b-632d9a6c-33b3b6c0b0f1bccb;;;%22	https://thewebmax.org/industro/images/solar-icon/gallery/pic2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/solar-icon/gallery/pic2.jpg	(from https://thewebmax.org/industro/index-6.html)
